asset,entry_ts,entry_price,direction,take_profit,stop_loss,position_usd,leverage,confidence,rr_ratio,max_hold_bar,exit_ts,exit_price,outcome,pnl_usd,fold
OP,2026-02-19 08:00:00+00:00,0.1419,-1.0,0.12606071428571428,0.14950285714285713,1665.6052035719345,1.0,0.8386353850364685,2.08,2026-02-24 08:00:00+00:00,2026-02-20 12:00:00+00:00,0.12606071428571428,tp,184.2540333205782,1
FIL,2026-02-20 15:00:00+00:00,0.953,-1.0,0.9231785714285714,0.9673142857142857,3444.5810318636018,2.0,0.9006850123405457,2.08,2026-02-25 15:00:00+00:00,2026-02-21 05:00:00+00:00,0.9673142857142857,sl,-56.216378275425555,1
FIL,2026-02-21 05:00:00+00:00,0.969,-1.0,0.9413214285714285,0.9822857142857142,5124.709264088833,3.0,0.9245970249176025,2.08,2026-02-26 05:00:00+00:00,2026-02-21 08:00:00+00:00,0.9822857142857142,sl,-76.9257165531577,1
FIL,2026-02-21 08:00:00+00:00,0.986,-1.0,0.9615357142857143,0.9977428571428572,3378.0099844493097,2.0,0.8852088451385498,2.08,2026-02-26 08:00:00+00:00,2026-02-21 10:00:00+00:00,0.9977428571428572,sl,-44.6221317166334,1
POL,2026-02-21 15:00:00+00:00,0.1148,-1.0,0.11144285714285715,0.11641142857142857,5033.548377886489,3.0,0.937302827835083,2.08,2026-02-26 15:00:00+00:00,2026-02-21 16:00:00+00:00,0.11144285714285715,tp,142.16454380769372,1
DOT,2026-02-21 08:00:00+00:00,1.373,-1.0,1.3419285714285714,1.3879142857142857,3378.0099844493097,2.0,0.8589222431182861,2.08,2026-02-26 08:00:00+00:00,2026-02-22 05:00:00+00:00,1.3419285714285714,tp,73.0674349867011,1
POL,2026-02-23 01:00:00+00:00,0.1021,-1.0,0.09924285714285713,0.10347142857142858,3463.3149079881905,2.0,0.9190438985824585,2.08,2026-02-28 01:00:00+00:00,2026-02-23 05:00:00+00:00,0.10347142857142858,sl,-51.02228016069361,1
APT,2026-02-23 01:00:00+00:00,0.798,-1.0,0.7672857142857143,0.8127428571428572,3463.3149079881905,2.0,0.8543559908866882,2.08,2026-02-28 01:00:00+00:00,2026-02-23 05:00:00+00:00,0.8127428571428572,sl,-68.48621530669718,1
ATOM,2026-02-24 06:00:00+00:00,2.057,-1.0,2.00075,2.084,5105.340990381743,3.0,0.9673865437507629,2.08,2026-03-01 06:00:00+00:00,2026-02-24 19:00:00+00:00,2.00075,tp,134.5035217752831,1
ADA,2026-02-25 14:00:00+00:00,0.2872,1.0,0.29768214285714284,0.28216857142857144,3470.812421142137,2.0,0.8781699538230896,2.08,2026-03-02 14:00:00+00:00,2026-02-25 17:00:00+00:00,0.29768214285714284,tp,123.20589937815333,1
SUI,2026-02-25 17:00:00+00:00,0.9754,1.0,1.0097214285714287,0.9589257142857144,1766.2076854156066,1.0,0.8023105263710022,2.08,2026-03-02 17:00:00+00:00,2026-02-25 21:00:00+00:00,1.0097214285714287,tp,60.381394239230694,1
DOT,2026-02-25 21:00:00+00:00,1.727,1.0,1.8643214285714287,1.6610857142857145,1781.3030339754143,1.0,0.8019176721572876,2.08,2026-03-02 21:00:00+00:00,2026-02-25 22:00:00+00:00,1.6610857142857145,sl,-70.3025596796511,1
SUI,2026-02-25 21:00:00+00:00,1.0089,1.0,1.0504,0.9889799999999999,3562.6060679508287,2.0,0.9125427603721619,2.08,2026-03-02 21:00:00+00:00,2026-02-25 23:00:00+00:00,0.9889799999999999,sl,-74.9724651740737,1
ATOM,2026-02-26 16:00:00+00:00,1.835,-1.0,1.7664285714285715,1.8679142857142856,3489.968555523966,2.0,0.851827085018158,2.08,2026-03-03 16:00:00+00:00,2026-02-26 20:00:00+00:00,1.843,time,-18.705090323475876,1
